,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,CountryName,1995_pop,1996_pop,1997_pop,1998_pop,1999_pop,2000_pop,2001_pop,2002_pop,2003_pop,2004_pop,2005_pop,2006_pop,2007_pop,2008_pop,2009_pop,2010_pop,2011_pop,2012_pop,2013_pop,2014_pop,2015_pop,2016_pop,2017_pop,2018_pop,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,CountryCode2
40,COL,1057000.0,929000.0,1071000.0,1093000.0,1098000.0,1235000.0,1381000.0,1277000.0,1177000.0,1405000.0,1553000.0,,2028000.0,2042000.0,2122000.0,2342000.0,2522000.0,3169000.0,3605000.0,3911000.0,3862000.0,3795000.0,4017000.0,4368000.0,Colombia,36421438.0,37076387.0,37723803.0,38364307.0,38999468.0,39629965.0,40255956.0,40875363.0,41483872.0,42075953.0,42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,49661056.0,0.029021369227651035,0.025056378875320296,0.028390562849668153,0.028490023291701843,0.0281542302064223,0.031163287678906606,0.03430548264708954,0.03124131276828049,0.0283724720778234,0.03339199471013764,0.03641459846949419,,0.046367520859439834,0.046141708100052574,0.047418937192790875,0.05178815178634075,0.055231017967447296,0.06877808813887036,0.07753439838855776,0.08326998129310383,0.08126990305081366,0.07877521990221992,0.0821307056305475,0.08795624482894604,CO
41,COM,,,,,,,,,,,,,,,,,,,,,,,,,Comoros,475394.0,488627.0,501953.0,515385.0,528848.0,542357.0,555888.0,569479.0,583211.0,597228.0,611627.0,626425.0,641620.0,657229.0,673252.0,689692.0,706569.0,723871.0,741505.0,759390.0,777424.0,795592.0,813892.0,832322.0,,,,,,,,,,,,,,,,,,,,,,,,,KM
42,CPV,,,,,,,,,,,,,,,,,,,,,,,,,Cabo Verde,386284.0,395533.0,404259.0,412514.0,420452.0,428188.0,435709.0,442951.0,449930.0,456617.0,463032.0,469170.0,475060.0,480842.0,486671.0,492654.0,498856.0,505235.0,511748.0,518269.0,524743.0,531146.0,537497.0,543767.0,,,,,,,,,,,,,,,,,,,,,,,,,CV
43,CRI,273000.0,283000.0,288000.0,330000.0,353000.0,381000.0,361000.0,364000.0,373000.0,425000.0,487000.0,485000.0,577000.0,528000.0,579000.0,662000.0,717000.0,773000.0,790000.0,798000.0,919000.0,1036000.0,1150000.0,1079000.0,Costa Rica,3545534.0,3632362.0,3718949.0,3803887.0,3885430.0,3962372.0,4034074.0,4100925.0,4164053.0,4225155.0,4285502.0,4345412.0,4404628.0,4463125.0,4520740.0,4577378.0,4633086.0,4688000.0,4742107.0,4795396.0,4847804.0,4899345.0,4949954.0,4999441.0,0.07699827444892646,0.07791073687038902,0.0774412340690878,0.086753365701978,0.09085223514514482,0.09615452562253116,0.08948769903576384,0.0887604625785646,0.08957618935205676,0.10058802576473526,0.11363896224993011,0.11161197143101736,0.1309985769513339,0.11830275871726649,0.1280763768763521,0.14462428053789747,0.15475646253922332,0.1648890784982935,0.1665926137896087,0.1664096145552943,0.18957037041926614,0.2114568375976789,0.23232539130666668,0.2158241291376376,CR
44,CUB,72000.0,72000.0,83000.0,94000.0,97000.0,139000.0,121000.0,111000.0,113000.0,124000.0,162000.0,199000.0,194000.0,202000.0,206000.0,251000.0,253000.0,213000.0,286000.0,355000.0,580000.0,894000.0,,,Cuba,10888252.0,10939293.0,10989732.0,11038692.0,11084670.0,11126430.0,11164667.0,11199651.0,11229183.0,11250365.0,11261582.0,11261248.0,11251122.0,11236971.0,11226709.0,11225832.0,11236670.0,11257101.0,11282720.0,11306902.0,11324781.0,11335109.0,11339259.0,11338138.0,0.006612631669436013,0.006581778182557136,0.0075525044650770375,0.008515501655449759,0.008750824336673983,0.012492776209440046,0.010837761663648365,0.009911023120274016,0.010063065140179833,0.011021864623947756,0.014385190286764328,0.017671220809629625,0.01724272477002738,0.01797637459418557,0.018349099455592908,0.02235914451596995,0.02251556733445051,0.01892139015186947,0.025348497525419404,0.03139675217844817,0.05121511842039153,0.07886999586858848,,,CU
45,CYM,,,,,,,,,,,,,,,,,,,,,,,,,Cayman Islands,32166.0,34065.0,36156.0,38329.0,40420.0,42303.0,43935.0,45351.0,46632.0,47902.0,49261.0,50740.0,52280.0,53836.0,55322.0,56672.0,57878.0,58958.0,59932.0,60848.0,61724.0,62569.0,63382.0,64174.0,,,,,,,,,,,,,,,,,,,,,,,,,KY
46,CYP,360000.0,365000.0,422000.0,484000.0,540000.0,588000.0,684000.0,744000.0,737000.0,859000.0,914000.0,932000.0,1081000.0,1210000.0,1172000.0,1246000.0,1209000.0,1194000.0,1115000.0,1209000.0,1119000.0,1268000.0,1407000.0,1446000.0,Cyprus,855383.0,873423.0,891190.0,908702.0,926046.0,943290.0,960276.0,976964.0,993563.0,1010408.0,1027662.0,1045507.0,1063713.0,1081563.0,1098083.0,1112612.0,1124833.0,1135046.0,1143866.0,1152285.0,1160985.0,1170187.0,1179680.0,1189265.0,0.420864104149837,0.4178960251790942,0.4735241643196176,0.532627858197737,0.5831243804303458,0.6233501892313075,0.7122952151256514,0.7615429022973211,0.741774804416026,0.8501516219190663,0.889397486722288,0.8914335341609382,1.0162515640967065,1.1187512886443045,1.0673145836881184,1.1198872562941977,1.074826218647568,1.0519397451733234,0.9747645266141314,1.049219594110832,0.9638367420767711,1.083587494990117,1.1926963244269633,1.215877033293673,CY
47,CZE,,,,,,,,,7213000.0,6643000.0,6963000.0,6393000.0,9048000.0,9665000.0,8904000.0,8673000.0,5279000.0,5419000.0,5781000.0,5651000.0,5856000.0,6027000.0,6775000.0,7390000.0,Czech Republic,10327253.0,10315241.0,10304131.0,10294373.0,10283860.0,10255063.0,10216605.0,10196916.0,10193998.0,10197101.0,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,,,,,,,,,0.7075732210267257,0.6514596648596498,0.6818972392710133,0.6243831737866501,0.8785465685998446,0.9307048136553704,0.8525521412616852,0.8280179981497765,0.5029492892971171,0.5155656784911878,0.5498240867270696,0.5368944130773076,0.5552785168374271,0.5703966144542875,0.6394864928182127,0.6952069665946937,CZ
48,DEU,,,55800000.0,69200000.0,78100000.0,80507000.0,81551000.0,80393000.0,85345000.0,84859000.0,86622000.0,81801000.0,82099000.0,86201000.0,85547000.0,85872000.0,84692000.0,82729000.0,87459000.0,83008000.0,83737000.0,90966000.0,92402000.0,108542000.0,Germany,81678051.0,81914831.0,82034771.0,82047195.0,82100243.0,82211508.0,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,,,0.6801993754575117,0.8434170113920408,0.9512761125445146,0.979266795592656,0.990298412536502,0.9745965179750219,1.0340564858853138,1.0283912528270185,1.0503529417242672,0.9930143749455775,0.9979654870400751,1.0498221674247932,1.044500492519704,1.0500761033704737,1.0550235806340813,1.0286372823315715,1.0844856331600463,1.025011576575186,1.0251006740872137,1.1046444478659394,1.1178968237923752,1.309221110778498,DE
49,DJI,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti,630388.0,643654.0,660863.0,680463.0,699975.0,717584.0,733015.0,746942.0,759641.0,771603.0,783254.0,794563.0,805451.0,816358.0,827823.0,840198.0,853674.0,868136.0,883293.0,898696.0,913993.0,929112.0,944097.0,958920.0,,,,,,,,,,,,,,,,,,,,,,,,,DJ
50,DMA,,,,,,,,,,,,,,,,,,,,,,,,,Dominica,71098.0,70936.0,70599.0,70185.0,69835.0,69650.0,69661.0,69837.0,70100.0,70382.0,70589.0,70718.0,70795.0,70827.0,70851.0,70878.0,70916.0,70965.0,71016.0,71085.0,71183.0,71307.0,71458.0,71625.0,,,,,,,,,,,,,,,,,,,,,,,,,DM
51,DNK,,5035000.0,4693000.0,4788000.0,4744000.0,5011000.0,4946000.0,4935000.0,5564000.0,4630000.0,5469000.0,6129000.0,6564000.0,6347000.0,7037000.0,7726000.0,7846000.0,7843000.0,6977000.0,8528000.0,8991000.0,9651000.0,8087000.0,7475000.0,Denmark,5233373.0,5263074.0,5284991.0,5304219.0,5321799.0,5339616.0,5358783.0,5375931.0,5390574.0,5404523.0,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,,0.9566652492440729,0.8879863750004494,0.9026776609336832,0.8914278799330828,0.9384569976567604,0.9229707566064906,0.9179805321162046,1.032172084086036,0.8566898503346179,1.0091463459639314,1.127219679280345,1.2018812627736504,1.1553399843199958,1.2741044649784223,1.3926534735312022,1.4084729539444065,1.4026466975655505,1.2425796073754767,1.5111256805425735,1.5819524752691263,1.6848783434386463,1.4027802351439207,1.2902087739029515,DK
52,DOM,168000.0,358000.0,355000.0,354000.0,363000.0,360000.0,331000.0,332000.0,321000.0,368000.0,419000.0,420000.0,443000.0,413000.0,415000.0,401000.0,408000.0,418000.0,392000.0,427000.0,478000.0,500000.0,522000.0,514000.0,Dominican Republic,7819247.0,7952763.0,8084407.0,8214426.0,8343283.0,8471321.0,8598601.0,8724975.0,8850317.0,8974444.0,9097257.0,9218686.0,9338861.0,9458075.0,9576737.0,9695121.0,9813210.0,9930911.0,10048224.0,10165178.0,10281680.0,10397743.0,10513131.0,10627165.0,0.021485444826081078,0.045015801426497935,0.043911693213862193,0.04309491618769224,0.043508053124891005,0.04249632377288028,0.03849463418525874,0.03805168496184803,0.036269887282003574,0.04100532578954195,0.046057839192626966,0.0455596383258959,0.04743619162979297,0.04366639088820928,0.04333417530417719,0.04136101034736957,0.041576609488638276,0.04209080113596829,0.039011869162152435,0.04200615080227813,0.04649045681250535,0.04808735895857399,0.049652192101477664,0.0483666151791188,DO
53,DZA,1090000.0,874000.0,827000.0,879000.0,903000.0,1006000.0,1190000.0,1257000.0,1254000.0,1417000.0,1513000.0,1349000.0,1499000.0,1539000.0,1677000.0,1757000.0,1715000.0,1911000.0,2136000.0,2839000.0,3638000.0,4530000.0,5058000.0,5610000.0,Algeria,28757785.0,29266405.0,29742979.0,30192754.0,30623406.0,31042235.0,31451514.0,31855109.0,32264157.0,32692163.0,33149724.0,33641002.0,34166972.0,34730608.0,35333881.0,35977455.0,36661444.0,37383887.0,38140132.0,38923687.0,39728025.0,40551404.0,41389198.0,42228429.0,0.03790278006459816,0.029863592743967018,0.027804881279713103,0.02911294544379754,0.02948724906693919,0.03240746035200107,0.03783601641561675,0.039459918344652345,0.038866659370644645,0.04334372124597568,0.04564140564186899,0.04009987574091878,0.043872778658875594,0.04431249807086591,0.04746152849725169,0.048836139187721866,0.04677939035898313,0.05111827991562247,0.056004001244673196,0.07293759196039162,0.09157263669663922,0.1117100655750415,0.12220579872071935,0.1328488919159176,DZ
54,ECU,271000.0,275000.0,321000.0,330000.0,386000.0,520000.0,562000.0,627000.0,613000.0,603000.0,664000.0,733000.0,801000.0,815000.0,814000.0,899000.0,1022000.0,1022000.0,1138000.0,1096000.0,1221000.0,1366000.0,1347000.0,1402000.0,Ecuador,11455204.0,11703174.0,11951452.0,12198449.0,12442115.0,12681123.0,12914667.0,13143465.0,13369678.0,13596388.0,13825847.0,14059384.0,14296557.0,14535739.0,14774424.0,15011117.0,15243883.0,15474102.0,15707474.0,15951838.0,16212020.0,16491115.0,16785361.0,17084357.0,0.02365737004770932,0.023497898946046602,0.026858661190288846,0.027052619558437307,0.031023664385034216,0.041005832054463946,0.04351641432179397,0.047704315414542516,0.045850019723736056,0.04435001413610733,0.048025990740386465,0.05213599685448523,0.05602747570621374,0.05606870073822872,0.05509521047994832,0.0598889476379406,0.06704328549359766,0.06604583581005218,0.07244958673813498,0.06870681610482754,0.07531448887923899,0.08283248282484235,0.08024849748539814,0.08206337528535607,EC
55,EGY,,,,,,,,,,,,,,,4716000.0,4618000.0,4863000.0,5678000.0,5782000.0,6180000.0,,,,,"Egypt, Arab Rep.",62334034.0,63601629.0,64892270.0,66200269.0,67515591.0,68831561.0,70152661.0,71485043.0,72826097.0,74172073.0,75523569.0,76873663.0,78232126.0,79636079.0,81134798.0,82761235.0,84529250.0,86422240.0,88404640.0,90424654.0,92442547.0,94447072.0,96442593.0,98423595.0,,,,,,,,,,,,,,,0.05812549135822092,0.05579907066394067,0.057530381495162916,0.06570068075069566,0.0654038068590065,0.06834419294543279,,,,,EG
56,ERI,,,,,,,,,,,,,,,,,,,,,,,,,Eritrea,2204222.0,2196464.0,2195179.0,2206432.0,2237405.0,2292416.0,2374722.0,2481058.0,2600973.0,2719803.0,2826659.0,2918205.0,2996536.0,3062779.0,3119920.0,3170435.0,3213972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER
57,ESP,3648000.0,4224000.0,3980000.0,4794000.0,3519000.0,4100000.0,4139000.0,3871000.0,4094000.0,5121000.0,10464000.0,10678000.0,11276000.0,11229000.0,12017000.0,12379000.0,13347000.0,12422000.0,11246000.0,11783000.0,14407000.0,15405000.0,17031000.0,19116000.0,Spain,39724050.0,39889852.0,40057389.0,40223509.0,40386875.0,40567864.0,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,0.09183353661069302,0.1058915936815208,0.09935744938343335,0.1191840324025435,0.08713226759931289,0.10106521753277421,0.10132088753474507,0.09343119561180875,0.09704262942385146,0.11930973690700282,0.23970775995457833,0.24051001818375564,0.2493211823970843,0.24435248506412027,0.2591940555287406,0.2657755410370081,0.28554193182306103,0.2655802576932381,0.2412267083826281,0.2535020742506564,0.3101959761637204,0.33140391216240955,0.3655251590595682,0.40848114206506575,ES
58,EST,1764000.0,1547000.0,1616000.0,1659000.0,1780000.0,1800000.0,1658000.0,1849000.0,2075000.0,,,438000.0,677000.0,692000.0,752000.0,955000.0,1054000.0,1147000.0,1166000.0,1426000.0,1250000.0,1339000.0,1279000.0,2069000.0,Estonia,1436634.0,1415594.0,1399535.0,1386156.0,1390244.0,1396985.0,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1.2278701464673674,1.092827463241579,1.1546692294226297,1.1968349882697185,1.2803507873438045,1.2884891391102982,1.1944255339074932,1.3404864610142457,1.5138029648651803,,,0.32521291050705,0.504967628367694,0.5175418259055112,0.5635005975953811,0.7172496667229952,0.7940101202390467,0.8671682684456594,0.8846757617809449,1.0847859905899,0.950276226293459,1.0176395929441628,0.9708634688139525,1.5650801791559157,EE
59,ETH,120000.0,133000.0,,,,,,,,,,,,,,,,,,,,,,,Ethiopia,57047908.0,58883530.0,60697443.0,62507724.0,64343013.0,66224804.0,68159423.0,70142091.0,72170584.0,74239505.0,76346311.0,78489206.0,80674348.0,82916235.0,85233913.0,87639964.0,90139927.0,92726971.0,95385785.0,98094253.0,100835458.0,103603501.0,106400024.0,109224559.0,0.0021034951886403966,0.0022586961073835076,,,,,,,,,,,,,,,,,,,,,,,ET
60,FIN,5147000.0,4918000.0,5233000.0,4743000.0,5314000.0,5914000.0,5824000.0,5857000.0,5585000.0,5798000.0,5902000.0,5756000.0,5749000.0,5854000.0,5832000.0,6633000.0,7274000.0,9055000.0,8562000.0,8731000.0,8904000.0,9125000.0,9330000.0,9450000.0,Finland,5107790.0,5124573.0,5139835.0,5153498.0,5165474.0,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,1.007676509801695,0.9596897146357365,1.0181260682492725,0.9203457535056772,1.0287536051870554,1.1425350096953195,1.122588862623188,1.1262166389326767,1.0713571841548861,1.1089918235283767,1.12502706774714,1.0929941279099356,1.0870305102179734,1.1017429709306603,1.0923657829529876,1.2367265844195943,1.3499689696437003,1.6725246588871643,1.5741945352908602,1.5986415483477836,1.624956588437952,1.6605089837630427,1.6938339723184321,1.7133455110800875,FI
61,FJI,68000.0,72000.0,74000.0,78000.0,89000.0,83000.0,85000.0,99000.0,104000.0,94000.0,109000.0,121000.0,120000.0,124000.0,125000.0,128000.0,132000.0,132000.0,,,,156000.0,169000.0,174000.0,Fiji,775425.0,784386.0,792736.0,800157.0,806303.0,811006.0,813925.0,815257.0,816076.0,817860.0,821604.0,827870.0,836190.0,845361.0,853637.0,859818.0,863449.0,865069.0,865608.0,866453.0,868627.0,872399.0,877459.0,883483.0,0.0876938453106361,0.09179154140945912,0.09334759617325314,0.0974808693793843,0.11038034088921907,0.10234202952875811,0.1044322265565009,0.12143409992186513,0.12743911106318528,0.11493409630010026,0.1326673190490796,0.14615821324604106,0.1435080543895526,0.14668289641939952,0.14643226570544624,0.14886871407669997,0.15287527115093075,0.15258898423131564,,,,0.17881726136779158,0.19260159164131885,0.19694776243572315,FJ
62,FRA,18686000.0,18151000.0,17115000.0,18077000.0,16709000.0,19886000.0,19265000.0,18315000.0,18576000.0,21131000.0,22480000.0,22240000.0,28103000.0,25506000.0,25140000.0,25041000.0,26155000.0,25317000.0,26062000.0,27919000.0,26648000.0,26483000.0,29055000.0,26914000.0,France,59541899.0,59753100.0,59964851.0,60186288.0,60496718.0,60912500.0,61357430.0,61805267.0,62244886.0,62704895.0,63179351.0,63621381.0,64016225.0,64374984.0,64707040.0,65027507.0,65342780.0,65659809.0,65998687.0,66312067.0,66548272.0,66724104.0,66864379.0,66965912.0,0.3138294262331136,0.30376666649931133,0.28541720215397515,0.30035080415658794,0.27619680128763346,0.326468294684999,0.31397990430824757,0.296333967783037,0.29843415569915255,0.33699123489481964,0.3558124552434861,0.34956801707903823,0.43899808212683583,0.3962098072133113,0.38852032174551643,0.38508319256341783,0.400273756335436,0.38557833757938587,0.3948866437297457,0.4210244268211395,0.4004311336588875,0.39690304421322764,0.43453630220659045,0.40190597269846784,FR
63,FRO,,,,,,,,,,,,,,,,,,,,,,,,,Faroe Islands,45625.0,45615.0,45796.0,46096.0,46436.0,46735.0,46997.0,47233.0,47432.0,47600.0,47722.0,47792.0,47825.0,47820.0,47808.0,47814.0,47823.0,47843.0,47892.0,47960.0,48051.0,48173.0,48331.0,48497.0,,,,,,,,,,,,,,,,,,,,,,,,,FO
64,FSM,,,,,,,,,,,,,,,,,,,,,,,,,"Micronesia, Fed. Sts.",107529.0,108321.0,108480.0,108208.0,107781.0,107402.0,107173.0,107030.0,106901.0,106625.0,106129.0,105371.0,104444.0,103543.0,102975.0,102911.0,103450.0,104506.0,105926.0,107446.0,108895.0,110215.0,111459.0,112640.0,,,,,,,,,,,,,,,,,,,,,,,,,FM
65,GAB,,,,203000.0,187000.0,168000.0,189000.0,219000.0,236000.0,,,,,,,,,,,,,,,,Gabon,1084946.0,1112955.0,1141338.0,1170061.0,1199052.0,1228360.0,1258003.0,1288315.0,1319953.0,1353795.0,1390549.0,1430152.0,1472575.0,1518540.0,1568928.0,1624140.0,1684635.0,1749682.0,1817071.0,1883800.0,1947686.0,2007873.0,2064823.0,2119275.0,,,,0.17349522802657297,0.15595653899914266,0.1367677228174151,0.15023811548939073,0.16998948238590716,0.17879424494660037,,,,,,,,,,,,,,,,GA
66,GBR,,,,,,,,,,,,,,,,53759000.0,54946000.0,54604000.0,56088000.0,58364000.0,64165000.0,69375000.0,71356000.0,70386000.0,United Kingdom,58019030.0,58166950.0,58316954.0,58487141.0,58682466.0,58892514.0,59119673.0,59370479.0,59647577.0,59987905.0,60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63700215.0,64128273.0,64602298.0,65116219.0,65611593.0,66058859.0,66460344.0,,,,,,,,,,,,,,,,0.8564937606311915,0.8685904777532173,0.8572027582638457,0.8746220251401438,0.9034353545751577,0.9853919804526734,1.0573588725394916,1.0801882000414207,1.059067644910174,GB
67,GEO,228000.0,219000.0,355000.0,433000.0,373000.0,315000.0,306000.0,317000.0,,466000.0,857000.0,1346000.0,1473000.0,1872000.0,1980000.0,2086000.0,2237000.0,2734000.0,3220000.0,3106000.0,3136000.0,3400000.0,3851000.0,3698000.0,Georgia,4657722.0,4491699.0,4349913.0,4243607.0,4157192.0,4077131.0,4014373.0,3978515.0,3951736.0,3927340.0,3902469.0,3880347.0,3860158.0,3848449.0,3814419.0,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,0.048950967876571425,0.048756606353186176,0.08161082761885123,0.10203583885124141,0.089724025255509,0.07726021067265192,0.07622610056414787,0.07967797029796293,,0.11865537488478206,0.2196045631624492,0.3468761943197348,0.38159059810505164,0.48642972792415856,0.5190829848530012,0.5508761598174662,0.595510484525113,0.7331972064489173,0.866134361648216,0.8350777837584092,0.8418168210892294,0.9121382801632727,1.0329924538707576,0.9923390246579342,GE
68,GHA,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,17014057.0,17462496.0,17908985.0,18357156.0,18812359.0,19278856.0,19756928.0,20246381.0,20750299.0,21272323.0,21814642.0,22379055.0,22963946.0,23563825.0,24170940.0,24779619.0,25387710.0,25996449.0,26607642.0,27224472.0,27849205.0,28481946.0,29121471.0,29767108.0,,,,,,,,,,,,,,,,,,,,,,,,,GH
69,GIB,,,,,,,,,,,,,,,,,,,,,,,,,Gibraltar,28692.0,28971.0,29408.0,29947.0,30529.0,31077.0,31602.0,32102.0,32555.0,32928.0,33219.0,33417.0,33517.0,33559.0,33565.0,33585.0,33612.0,33646.0,33692.0,33725.0,33736.0,33737.0,33728.0,33718.0,,,,,,,,,,,,,,,,,,,,,,,,,GI
70,GIN,,,,,,,,,,,,,,,,,,,,,,,,,Guinea,7269625.0,7463782.0,7662075.0,7860781.0,8054743.0,8240730.0,8417081.0,8586074.0,8753093.0,8925743.0,9109581.0,9307425.0,9518162.0,9738792.0,9964469.0,10192176.0,10420471.0,10652029.0,10892810.0,11150977.0,11432088.0,11738441.0,12067539.0,12414318.0,,,,,,,,,,,,,,,,,,,,,,,,,GN
71,GMB,,,,,,,,,,,387000.0,307000.0,,,,,,,,,,,,,"Gambia, The",1128575.0,1164091.0,1200526.0,1238125.0,1277133.0,1317703.0,1360074.0,1404261.0,1449925.0,1496527.0,1543741.0,1591445.0,1639848.0,1689285.0,1740279.0,1793196.0,1848147.0,1905011.0,1963711.0,2024042.0,2085860.0,2149139.0,2213894.0,2280102.0,,,,,,,,,,,0.2506897206202336,0.192906446656969,,,,,,,,,,,,,GM
72,GNB,,,,,,,,,,,,,,,,,,,,,,,,,Guinea-Bissau,1088854.0,1110833.0,1132510.0,1154371.0,1177131.0,1201301.0,1227106.0,1254453.0,1283305.0,1313492.0,1344930.0,1377581.0,1411543.0,1446936.0,1483921.0,1522599.0,1562989.0,1604979.0,1648257.0,1692439.0,1737202.0,1782437.0,1828146.0,1874309.0,,,,,,,,,,,,,,,,,,,,,,,,,GW
73,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,496768.0,515853.0,536460.0,558492.0,581770.0,606181.0,631666.0,658384.0,686664.0,716949.0,749535.0,784496.0,821687.0,860840.0,901599.0,943639.0,986853.0,1031191.0,1076413.0,1122276.0,1168568.0,1215179.0,1262001.0,1308974.0,,,,,,,,,,,,,,,,,,,,,,,,,GQ
74,GRC,,,,,,,,,,,,,,3765000.0,3835000.0,3799000.0,4941000.0,4681000.0,4594000.0,5802000.0,6291000.0,7235000.0,7685000.0,7961000.0,Greece,10562153.0,10608800.0,10661259.0,10720509.0,10761698.0,10805808.0,10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,,,,,,,,,,,,,,0.3398676691604438,0.3452772242988374,0.34159549644238046,0.44493876081178224,0.42381125740843534,0.4189613861511648,0.5326643416844367,0.5813758452059781,0.6714012129394187,0.7145726990084966,0.7417392644398774,GR
75,GRD,,,,,,,,,,,,,,,,,,,,,,,,,Grenada,100288.0,101001.0,101567.0,102021.0,102432.0,102833.0,103249.0,103634.0,104005.0,104347.0,104661.0,104933.0,105190.0,105456.0,105789.0,106233.0,106796.0,107446.0,108170.0,108902.0,109599.0,110261.0,110874.0,111454.0,,,,,,,,,,,,,,,,,,,,,,,,,GD
76,GRL,,,,,,,,,,,,,,,,,,,,,,,,,Greenland,55800.0,55900.0,56000.0,56100.0,56100.0,56200.0,56350.0,56609.0,56765.0,56911.0,56935.0,56774.0,56555.0,56328.0,56323.0,56905.0,56890.0,56810.0,56483.0,56295.0,56114.0,56186.0,56172.0,56023.0,,,,,,,,,,,,,,,,,,,,,,,,,GL
77,GTM,,,,,,,,,,,,,,,562000.0,585000.0,596000.0,580000.0,686000.0,840000.0,939000.0,1053000.0,1067000.0,1227000.0,Guatemala,10286786.0,10536942.0,10788362.0,11046215.0,11311078.0,11589761.0,11871565.0,12147518.0,12415334.0,12682108.0,12948292.0,13213330.0,13477017.0,13739299.0,14000190.0,14259687.0,14521515.0,14781942.0,15043981.0,15306316.0,15567419.0,15827690.0,16087418.0,16346950.0,,,,,,,,,,,,,,,0.040142312354332334,0.041024743390230094,0.041042549623782364,0.039237063709220345,0.04559963217183005,0.05487930603288211,0.06031828397501217,0.06652897548536774,0.06632512439224243,0.07505987355439393,GT
78,GUM,,,,,,,,,,,,,,,,,,,,,,,,,Guam,145561.0,148060.0,150303.0,152277.0,153953.0,155329.0,156401.0,157176.0,157717.0,158101.0,158402.0,158648.0,158847.0,159036.0,159226.0,159444.0,159692.0,159996.0,160407.0,161016.0,161853.0,162951.0,164281.0,165768.0,,,,,,,,,,,,,,,,,,,,,,,,,GU
79,GUY,,,,,,,,,,,,,,,,,,,,,,,,,Guyana,761291.0,760795.0,757970.0,753778.0,749674.0,746715.0,745206.0,744789.0,745143.0,745737.0,746163.0,746343.0,746474.0,746817.0,747718.0,749436.0,752028.0,755399.0,759285.0,763380.0,767432.0,771366.0,775221.0,779004.0,,,,,,,,,,,,,,,,,,,,,,,,,GY
80,HKG,,,,47594000.0,53144000.0,58901000.0,61096000.0,64540000.0,60936000.0,68903000.0,72300000.0,75812000.0,80682000.0,81911000.0,81958000.0,84442000.0,84816000.0,85276000.0,84414000.0,84519000.0,89082000.0,91758000.0,91304000.0,92214000.0,"Hong Kong SAR, China",6156100.0,6435500.0,6489300.0,6543700.0,6606500.0,6665000.0,6714300.0,6744100.0,6730800.0,6783500.0,6813200.0,6857100.0,6916300.0,6957800.0,6972800.0,7024200.0,7071600.0,7150100.0,7178900.0,7229500.0,7291300.0,7336600.0,7391700.0,7451000.0,,,,7.273255192016749,8.044198895027625,8.83735933983496,9.099384894925755,9.569846235969218,9.05330718488144,10.157440849119187,10.611753654670347,11.055985766577708,11.665485881179244,11.772543045215441,11.753958237723726,12.02158252897127,11.993891057186492,11.926546481867387,11.758625973338534,11.690849989625839,12.217574369454006,12.50688329744023,12.352232909885412,12.376056905113408,HK
