,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,CountryName,1995_pop,1996_pop,1997_pop,1998_pop,1999_pop,2000_pop,2001_pop,2002_pop,2003_pop,2004_pop,2005_pop,2006_pop,2007_pop,2008_pop,2009_pop,2010_pop,2011_pop,2012_pop,2013_pop,2014_pop,2015_pop,2016_pop,2017_pop,2018_pop,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,CountryCode2
10,AUS,2519000.0,2732000.0,2933000.0,3161000.0,3210000.0,3498000.0,3443000.0,3461000.0,3388000.0,4369000.0,4756000.0,4941000.0,5462000.0,5808000.0,6276000.0,7103000.0,7788000.0,8212000.0,9052000.0,9480000.0,9810000.0,10390000.0,10932000.0,11403000.0,Australia,18072000.0,18311000.0,18517000.0,18711000.0,18926000.0,19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24601860.0,24982688.0,0.13938689685701638,0.14919993446562177,0.1583949883890479,0.1689380578269467,0.16960794673993448,0.18263457421813814,0.1773553804151857,0.17611976754836806,0.17029061994229822,0.21706728141737133,0.2331966971973248,0.2387198701317525,0.2622481706965757,0.27332793705174785,0.2893272542032206,0.3223983569167225,0.3486119800050349,0.36122957938879974,0.3913848802901437,0.4038220650932203,0.4119080475117668,0.42950022502256735,0.44435664620479914,0.4564360728517284,AU
11,AUT,,,,,,7528000.0,8350000.0,8266000.0,8384000.0,8371000.0,8206000.0,10042000.0,9876000.0,9677000.0,10121000.0,9882000.0,9874000.0,10960000.0,10671000.0,10994000.0,10628000.0,11534000.0,11491000.0,11883000.0,Austria,7948278.0,7959017.0,7968041.0,7976789.0,7992324.0,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,,,,,,0.9396415132821723,1.0382611028968978,1.022772083543627,1.0323314030065913,1.02435570583627,0.9973469307638746,1.2144680123372147,1.1905268491168752,1.162891864635878,1.2130658252113695,1.1815763055330102,1.176646813979098,1.300120011990523,1.2583989076187085,1.2863962137781295,1.229708451029013,1.3201829347298077,1.3061567256216093,1.3441515494392242,AT
12,AZE,,,,,,,,,,,887000.0,890000.0,791000.0,1048000.0,1145000.0,1820000.0,2308000.0,2829000.0,3307000.0,3319000.0,3256000.0,3592000.0,3447000.0,3919000.0,Azerbaijan,7685000.0,7763000.0,7838250.0,7913000.0,7982750.0,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0,9939771.0,,,,,,,,,,,0.10569779011779286,0.10489654725353731,0.09217717595236154,0.11958828765091174,0.12797238210697978,0.20100875470437798,0.25160573076747816,0.3043315120058728,0.3511808309424825,0.34808311499044736,0.3374323697338502,0.368115311096381,0.349806013436326,0.39427467695181306,AZ
13,BDI,36000.0,35000.0,10000.0,16000.0,27000.0,28000.0,35000.0,,,,,,,,,,,,,,,,,,Burundi,5987043.0,6060111.0,6122130.0,6185562.0,6267124.0,6378871.0,6525545.0,6704113.0,6909154.0,7131693.0,7364862.0,7607849.0,7862214.0,8126102.0,8397668.0,8675602.0,8958406.0,9245988.0,9540289.0,9844297.0,10160030.0,10487998.0,10827024.0,11175378.0,0.006012985041196464,0.005775471769411484,0.0016334184344337674,0.002586668761868364,0.004308196231636713,0.004389491494654775,0.005363536685441599,,,,,,,,,,,,,,,,,,BI
14,BEL,,5645000.0,7548000.0,7776000.0,6410000.0,7932000.0,6570000.0,6773000.0,7268000.0,8783000.0,9327000.0,7852000.0,8371000.0,8887000.0,8775000.0,8801000.0,9727000.0,9576000.0,10803000.0,10991000.0,10835000.0,13372000.0,12142000.0,13098000.0,Belgium,10136811.0,10156637.0,10181245.0,10203008.0,10226419.0,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,,0.5557942062909209,0.7413631633459365,0.7621281880794369,0.6268078786914559,0.7737592976466284,0.6386968639692336,0.6554863959716573,0.7004536275701169,0.8428063079873146,0.89009837844059,0.74440948665135,0.7878069209557959,0.8297873393331617,0.8127639225070585,0.8077582977179933,0.88120740725172,0.862164277227951,0.9680621918351038,0.9805463563973312,0.9610441400876835,1.180081370193432,1.0674137449343561,1.1462271903151942,BE
15,BEN,,,,,,,,,,,,,,,,,,,,,,,,,Benin,5905558.0,6094259.0,6281639.0,6470265.0,6664098.0,6865951.0,7076733.0,7295394.0,7520555.0,7750004.0,7982225.0,8216897.0,8454793.0,8696921.0,8944708.0,9199259.0,9460830.0,9729248.0,10004588.0,10286842.0,10575952.0,10872067.0,11175204.0,11485048.0,,,,,,,,,,,,,,,,,,,,,,,,,BJ
16,BFA,,,,,,,,,,,,,,,,,,,,,,,,,Burkina Faso,10089878.0,10372745.0,10665546.0,10968724.0,11282701.0,11607942.0,11944587.0,12293100.0,12654621.0,13030569.0,13421930.0,13829176.0,14252021.0,14689725.0,15141098.0,15605217.0,16081911.0,16571246.0,17072775.0,17586017.0,18110624.0,18646378.0,19193284.0,19751535.0,,,,,,,,,,,,,,,,,,,,,,,,,BF
17,BGD,830000.0,911000.0,866000.0,992000.0,1103000.0,1128000.0,1075000.0,1158000.0,1414000.0,1565000.0,1767000.0,1819000.0,2327000.0,875000.0,2254000.0,1913000.0,2127000.0,2273000.0,1460000.0,,,,,,Bangladesh,115169930.0,117649932.0,120160564.0,122682815.0,125189651.0,127657854.0,130088702.0,132478086.0,134791603.0,136986432.0,139035505.0,140921167.0,142660376.0,144304167.0,145924797.0,147575430.0,149273778.0,151007807.0,152764676.0,154520167.0,156256276.0,157970840.0,159670593.0,161356039.0,0.007206742246001191,0.007743310892861375,0.007207023429084437,0.008085892062388689,0.008810632437980036,0.0088361190843769,0.008263592329486076,0.008741068315253286,0.010490267706067714,0.01142448910560719,0.012708983939030537,0.012907926032148173,0.01631146689253083,0.006063580963673766,0.015446312390621315,0.012962862449392829,0.014248986181618583,0.015052201903706873,0.009557183232594949,,,,,,BD
18,BGR,3524000.0,3006000.0,3059000.0,2592000.0,2376000.0,2337000.0,2730000.0,3188000.0,3403000.0,3882000.0,4235000.0,4180000.0,4515000.0,5727000.0,4993000.0,3676000.0,3803000.0,3758000.0,3930000.0,4158000.0,4632000.0,5392000.0,6228000.0,6699000.0,Bulgaria,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,0.41922102214983537,0.3594478708513127,0.36801912592630376,0.31392360175012407,0.28938117249066575,0.28604048972286017,0.34086048168455496,0.40677995513936743,0.4376664801364624,0.5030543511220885,0.5529462700738428,0.5499260494180914,0.5983827364658814,0.764358141361812,0.6707016226734491,0.49705236857758245,0.5175326958731292,0.5143796346179957,0.5409411963884949,0.5755863353201537,0.6453059080179956,0.7564723137025587,0.8801648740444212,0.9535892835866915,BG
19,BHR,,,,,,,,,,,,,,,,,,,,,4741000.0,,3136000.0,2868000.0,Bahrain,563697.0,578666.0,594931.0,613700.0,636541.0,664611.0,697545.0,735146.0,778708.0,829844.0,889164.0,958418.0,1035919.0,1114641.0,1185076.0,1240860.0,1278151.0,1299943.0,1315029.0,1336075.0,1371851.0,1425791.0,1494074.0,1569439.0,,,,,,,,,,,,,,,,,,,,,3.455914672949176,,2.098958953840305,1.827404569403462,BH
20,BHS,,,,,,,,,,,,,,,,,,,,,,,,,"Bahamas, The",280184.0,283978.0,287358.0,290597.0,294062.0,298051.0,302618.0,307660.0,313129.0,318894.0,324859.0,331033.0,337389.0,343681.0,349604.0,354942.0,359577.0,363584.0,367168.0,370633.0,374206.0,377931.0,381761.0,385640.0,,,,,,,,,,,,,,,,,,,,,,,,,BS
21,BIH,,,,,,,,,,,,,,,,,,,,,,,,,Bosnia and Herzegovina,3829050.0,3764425.0,3736070.0,3734337.0,3743354.0,3751176.0,3755512.0,3759387.0,3762173.0,3764194.0,3765331.0,3765424.0,3762786.0,3754271.0,3735938.0,3705472.0,3661175.0,3604972.0,3542605.0,3482104.0,3429361.0,3386267.0,3351527.0,3323929.0,,,,,,,,,,,,,,,,,,,,,,,,,BA
22,BLR,626000.0,703000.0,969000.0,901000.0,934000.0,1289000.0,1387000.0,1436000.0,1108000.0,515000.0,572000.0,525000.0,517000.0,380000.0,316000.0,415000.0,320000.0,493000.0,708000.0,741000.0,671000.0,467000.0,706000.0,836000.0,Belarus,10194000.0,10160000.0,10117000.0,10069000.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9498264.0,9483499.0,0.061408671767706494,0.06919291338582677,0.09577938123949788,0.08948257026517033,0.09315093303525035,0.1291633640993987,0.13969815730375104,0.14555704356210117,0.11309874326677145,0.05292829110683437,0.05918926232277498,0.05465946424979521,0.05407410746606536,0.03988251450857658,0.033239487880472485,0.04372755604160461,0.033779604128374316,0.052089414173709214,0.07479402328143565,0.07820984112003247,0.07070886746102266,0.049149958311994674,0.07432937218843359,0.08815311732515604,BY
23,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,Belize,206963.0,213664.0,221580.0,230244.0,238988.0,247315.0,255063.0,262378.0,269425.0,276504.0,283800.0,291329.0,299025.0,306823.0,314655.0,322464.0,330237.0,338000.0,345715.0,353366.0,360933.0,368400.0,375769.0,383071.0,,,,,,,,,,,,,,,,,,,,,,,,,BZ
24,BMU,,,,,,,140000.0,145000.0,141000.0,156000.0,161000.0,170000.0,181000.0,192000.0,,,,,,,,,,,Bermuda,59746.0,60129.0,60497.0,60943.0,61285.0,61833.0,62504.0,62912.0,63325.0,63740.0,64154.0,64523.0,64888.0,65273.0,65636.0,65124.0,64564.0,64798.0,65001.0,65138.0,65237.0,64554.0,63873.0,63920.0,,,,,,,2.239856649174453,2.3048067141403865,2.2266087643110937,2.447442736115469,2.509586307946504,2.634719402383646,2.7894217729009987,2.9414918879169027,,,,,,,,,,,BM
25,BOL,249000.0,269000.0,285000.0,299000.0,253000.0,201000.0,222000.0,217000.0,304000.0,346000.0,386000.0,472000.0,526000.0,589000.0,518000.0,604000.0,775000.0,788000.0,837000.0,932000.0,965000.0,940000.0,997000.0,1060000.0,Bolivia,7622338.0,7779267.0,7937458.0,8096761.0,8257066.0,8418264.0,8580235.0,8742814.0,8905823.0,9069039.0,9232306.0,9395446.0,9558439.0,9721454.0,9884781.0,10048590.0,10212954.0,10377676.0,10542376.0,10706517.0,10869730.0,11031813.0,11192854.0,11353142.0,0.0326671422862644,0.03457909337730663,0.03590570180024889,0.036928347026669056,0.030640423608095175,0.02387665675488438,0.02587341721992463,0.02482038391758077,0.03413496989553913,0.03815178212377298,0.0418097060474382,0.050237104231134956,0.05502990603381996,0.06058764460542631,0.052403791242314826,0.06010793554120528,0.0758840194521585,0.07593222220466317,0.07939386718895247,0.08704978472457477,0.08877865411560361,0.08520811583735148,0.08907468997630096,0.09336622408140408,BO
26,BRA,2600000.0,3797000.0,4014000.0,4171000.0,2863000.0,3228000.0,2674000.0,2338000.0,3229000.0,2968000.0,3364000.0,3886000.0,4662000.0,5238000.0,4920000.0,6457000.0,7807000.0,8497000.0,8866000.0,9617000.0,9478000.0,8872000.0,10610000.0,10628000.0,Brazil,162019896.0,164614688.0,167209040.0,169785250.0,172318675.0,174790340.0,177196054.0,179537520.0,181809246.0,184006481.0,186127103.0,188167356.0,190130443.0,192030362.0,193886508.0,195713635.0,197514534.0,199287296.0,201035903.0,202763735.0,204471769.0,206163058.0,207833831.0,209469333.0,0.016047411856134015,0.02306598546054408,0.024005879107971674,0.024566327169174,0.01661456600684749,0.01846783981311553,0.015090629501264176,0.013022347640760549,0.017760372869045395,0.01612986664312112,0.01807367087210292,0.020651828683823353,0.02452000808728984,0.02727693655027323,0.02537566977068874,0.0329920804955669,0.0395262051956136,0.042636937579804385,0.04410157522957479,0.04742958596614922,0.046353587325788724,0.043033897954695643,0.051050399008427075,0.050737737346974794,BR
27,BRB,,,,,,,,,,,,,,,,,,,,,,,,,Barbados,265955.0,267049.0,268187.0,269336.0,270451.0,271515.0,272500.0,273425.0,274329.0,275284.0,276323.0,277477.0,278700.0,279946.0,281104.0,282131.0,282987.0,283700.0,284296.0,284825.0,285324.0,285796.0,286233.0,286641.0,,,,,,,,,,,,,,,,,,,,,,,,,BB
28,BRN,,,,,,,,,,,,,,,,,,,,,,,,,Brunei Darussalam,297114.0,304622.0,311958.0,319144.0,326210.0,333165.0,340034.0,346782.0,353293.0,359433.0,365114.0,370263.0,374965.0,379421.0,383906.0,388646.0,393688.0,398989.0,404421.0,409769.0,414907.0,419800.0,424473.0,428962.0,,,,,,,,,,,,,,,,,,,,,,,,,BN
29,BTN,,,,,,,,,,,,,,,,,,,,,,,,,Bhutan,534620.0,541465.0,551709.0,564377.0,577881.0,591021.0,603640.0,616018.0,627839.0,638815.0,648739.0,657410.0,664876.0,671613.0,678323.0,685503.0,693298.0,701583.0,710238.0,719056.0,727876.0,736709.0,745568.0,754394.0,,,,,,,,,,,,,,,,,,,,,,,,,BT
30,BWA,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,1469174.0,1504730.0,1540425.0,1575824.0,1610264.0,1643334.0,1674678.0,1704642.0,1734398.0,1765527.0,1799078.0,1835908.0,1875459.0,1915639.0,1953498.0,1987105.0,2015402.0,2039551.0,2062536.0,2088614.0,2120716.0,2159944.0,2205128.0,2254126.0,,,,,,,,,,,,,,,,,,,,,,,,,BW
31,CAF,,,,,,,,5000.0,6000.0,7000.0,8000.0,11000.0,,,,38000.0,,,,,,,,,Central African Republic,3222656.0,3308233.0,3392436.0,3475492.0,3558014.0,3640427.0,3722018.0,3802128.0,3881181.0,3959875.0,4038382.0,4118069.0,4198010.0,4273366.0,4337625.0,4386768.0,4418636.0,4436415.0,4447942.0,4464175.0,4493170.0,4537687.0,4596028.0,4666377.0,,,,,,,,0.001315053043979582,0.0015459212028503695,0.0017677325673158876,0.0019809913970496103,0.002671154854374708,,,,0.008662413877369398,,,,,,,,,CF
32,CAN,18206000.0,18973000.0,19111000.0,17648000.0,18368000.0,19182000.0,18359000.0,17705000.0,17739000.0,19595000.0,21099000.0,22731000.0,25163000.0,27034000.0,26204000.0,28680000.0,30450000.0,32276000.0,32971000.0,33518000.0,32267000.0,31278000.0,33060000.0,26033000.0,Canada,29302311.0,29610218.0,29905948.0,30155173.0,30401286.0,30685730.0,31020902.0,31360079.0,31644028.0,31940655.0,32243753.0,32571174.0,32889025.0,33247118.0,33628895.0,34004889.0,34339328.0,34714222.0,35082954.0,35437435.0,35702908.0,36109487.0,36545295.0,37065178.0,0.6213161821946399,0.6407585381505804,0.6390367561663653,0.585239554089111,0.6041849677016953,0.6251114117213441,0.5918267624842114,0.5645712818516816,0.5605797087526279,0.6134814705584466,0.6543593110888798,0.6978870334854985,0.7650880498889827,0.8131231104001255,0.7792108542371077,0.8434081346361695,0.886738377640937,0.9297630233510634,0.9398011353319906,0.9458359500341941,0.9037639174937795,0.8661989576312729,0.9046308149927371,0.7023573446753716,CA
33,CHE,11148000.0,12061000.0,12515000.0,11891000.0,11815000.0,12240000.0,11554000.0,11427000.0,8774000.0,,,,,11147000.0,10453000.0,10011000.0,10466000.0,12098000.0,12403000.0,12518000.0,13601000.0,13857000.0,15318000.0,15285000.0,Switzerland,7040687.0,7071850.0,7088906.0,7110001.0,7143991.0,7184250.0,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,8089346.0,8188649.0,8282396.0,8373338.0,8451840.0,8514329.0,1.583368213925715,1.705494319025432,1.7654346100794678,1.6724329574637191,1.6538374698400375,1.7037269025994364,1.5980958951591553,1.5686187301065664,1.1955305633559663,,,,,1.4575671691069507,1.3498486730921684,1.2793759007293248,1.3227342709504755,1.512843602008338,1.5332512665424374,1.5287014988675176,1.6421576558280961,1.654895574500874,1.8123864152657883,1.7952089941556169,CH
34,CHL,,,,,,1319000.0,1180000.0,1293000.0,1341000.0,1504000.0,1725000.0,1887000.0,2047000.0,1899500.0,1909300.0,2218700.0,2637600.0,2837100.0,2999000.0,3169000.0,3359000.0,3553000.0,3620000.0,3825000.0,Chile,14380866.0,14587370.0,14786220.0,14977733.0,15162800.0,15342353.0,15516113.0,15684409.0,15849652.0,16014971.0,16182721.0,16354504.0,16530195.0,16708258.0,16886186.0,17062536.0,17233576.0,17400347.0,17571507.0,17758959.0,17969353.0,18209068.0,18470439.0,18729160.0,,,,,,0.08597116752560706,0.07604997462959956,0.0824385541080955,0.08460753586261704,0.09391212759610991,0.10659517642305023,0.11538105955399197,0.12383398985916379,0.11368629811677555,0.11306875335851446,0.13003342527746167,0.1530500692369361,0.1630484725390821,0.17067403495898217,0.17844514422269908,0.18692937914904337,0.195122562011411,0.1959888446614615,0.20422699149347862,CL
35,CHN,4520000.0,5061000.0,5324000.0,8426000.0,9232000.0,10473000.0,12133000.0,16602000.0,20222000.0,28853000.0,31026000.0,34524000.0,40954000.0,45844000.0,47656000.0,57386000.0,70250000.0,83182000.0,98185000.0,116593000.0,127860000.0,135130000.0,143035000.0,149720000.0,China,1204855000.0,1217550000.0,1230075000.0,1241935000.0,1252735000.0,1262645000.0,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1344130000.0,1350695000.0,1357380000.0,1364270000.0,1371220000.0,1378665000.0,1386395000.0,1392730000.0,0.003751488768358018,0.004156708143402735,0.004328191370444891,0.006784574071911976,0.007369475587414737,0.00829449290972522,0.009539646970947831,0.01296626054358013,0.015695436199937907,0.02226182898366221,0.02379805479704231,0.02633369437537185,0.03107554908053434,0.034608256489425546,0.0357976653696498,0.04289884541060996,0.052264289912434064,0.06158459163615768,0.072334202655115,0.08546182207334325,0.09324543107597613,0.0980151088190387,0.10317045286516469,0.10750109497174613,CN
36,CIV,,,,,,,,,,,,,,,,,,,,,,,,,Cote d'Ivoire,14199762.0,14665127.0,15130663.0,15589414.0,16032573.0,16454668.0,16853026.0,17231539.0,17599610.0,17970494.0,18354514.0,18754916.0,19171237.0,19605569.0,20059147.0,20532950.0,21028655.0,21547188.0,22087505.0,22647683.0,23226143.0,23822714.0,24437469.0,25069229.0,,,,,,,,,,,,,,,,,,,,,,,,,CI
37,CMR,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon,13599988.0,13970813.0,14344449.0,14723768.0,15112592.0,15513945.0,15928910.0,16357602.0,16800865.0,17259322.0,17733410.0,18223674.0,18730282.0,19252666.0,19789919.0,20341241.0,20906388.0,21485266.0,22077298.0,22681858.0,23298368.0,23926539.0,24566045.0,25216237.0,,,,,,,,,,,,,,,,,,,,,,,,,CM
38,COD,,,,50000.0,50000.0,,,,,,,,,,,,,,,,356000.0,424000.0,,,"Congo, Dem. Rep.",41576234.0,42757243.0,43827180.0,44849967.0,45919613.0,47105826.0,48428545.0,49871666.0,51425580.0,53068880.0,54785903.0,56578037.0,58453683.0,60411195.0,62448574.0,64563854.0,66755153.0,69020747.0,71358807.0,73767447.0,76244544.0,78789127.0,81398764.0,84068091.0,,,,0.0011148280220585223,0.001088859350796358,,,,,,,,,,,,,,,,0.004669186558450661,0.005381453204831169,,,CD
39,COG,,,,,,,,,,,,,,,,,,161000.0,180000.0,,,,,,"Congo, Rep.",2707537.0,2785810.0,2867280.0,2951647.0,3038433.0,3127411.0,3217933.0,3310387.0,3406922.0,3510468.0,3622775.0,3745141.0,3876119.0,4011486.0,4145391.0,4273731.0,4394844.0,4510198.0,4622761.0,4736974.0,4856095.0,4980999.0,5110702.0,5244363.0,,,,,,,,,,,,,,,,,,0.03569688071344096,0.038937769008607626,,,,,,CG
